PERIODO	COMUNA	NÚMERO INCENDIOS FORESTALES	PINO INSIGNE 0 A 10 AÑOS	PINO INSIGNE 11 A 17 AÑOS	PINO INSIGNE 18 O MÁS AÑOS	PINO INSIGNE	EUCALIPTO	OTRAS SP.	TOTAL PLANTACIONES	ARBOLADO	MATORRAL	PASTIZAL	TOTAL NATURAL	TOTAL FORESTAL	TOTAL OTRAS SUPERFICIES	TOTAL SUPERFICIE AFECTADA
2014 - 2015	VICHUQUEN	3	0,00	0,00	0,00	0,00	0,00	0,03	0,03	0,00	0,08	0,00	0,08	0,11	0,00	0,11
2014 - 2015	LICANTEN	14	0,00	275,00	390,20	665,20	175,10	2,31	842,61	160,30	227,28	238,33	625,91	1.468,52	135,04	1.603,56
2014 - 2015	HUALANE	21	0,00	0,00	68,30	68,30	2,15	0,90	71,35	0,70	18,65	95,97	115,32	186,67	3,10	189,77
2014 - 2015	MOLINA	30	0,00	0,01	0,00	0,01	44,75	0,00	44,76	2,10	13,90	30,95	46,95	91,71	1,00	92,71
2014 - 2015	SAGRADA FAMILIA	11	0,00	0,00	0,80	0,80	1,10	0,00	1,90	2,00	15,50	59,75	77,25	79,15	30,00	109,15
2014 - 2015	TALCA	82	0,00	2,00	0,05	2,05	7,20	0,00	9,25	16,00	25,75	104,55	146,30	155,55	12,30	167,85
2014 - 2015	SAN CLEMENTE	23	0,00	0,00	0,20	0,20	0,10	0,25	0,55	20,23	27,55	27,02	74,80	75,35	10,70	86,05
2014 - 2015	PELARCO	16	0,00	82,50	3,70	86,20	0,00	0,00	86,20	5,00	100,45	123,05	228,50	314,70	13,10	327,80
2014 - 2015	RIO CLARO	15	0,00	0,00	0,00	0,00	0,05	0,23	0,28	0,22	4,11	5,98	10,31	10,59	1,15	11,74
2014 - 2015	PENCAHUE	17	16,00	0,00	20,70	36,70	0,00	0,00	36,70	5,14	6,04	11,20	22,38	59,08	3,60	62,68
2014 - 2015	MAULE	49	141,00	24,40	0,00	165,40	0,10	0,00	165,50	0,20	103,01	174,59	277,80	443,30	1,00	444,30
2014 - 2015	CUREPTO	15	1,02	0,00	100,00	101,02	80,50	10,20	191,72	3,20	80,54	207,23	290,97	482,69	1,00	483,69
2014 - 2015	CONSTITUCION	34	0,21	0,70	22,04	22,95	0,46	1,37	24,78	0,08	2,61	4,42	7,11	31,89	1,71	33,60
2014 - 2015	EMPEDRADO	19	0,16	0,16	1,47	1,79	0,00	0,36	2,15	0,00	3,42	4,03	7,45	9,60	0,00	9,60
2014 - 2015	SAN RAFAEL	13	0,00	1,30	0,00	1,30	5,60	0,00	6,90	1,50	22,61	35,91	60,02	66,92	0,20	67,12
2014 - 2015	LINARES	33	0,00	0,00	18,00	18,00	1,00	1,60	20,60	48,20	22,20	25,94	96,34	116,94	21,31	138,25
2014 - 2015	YERBAS BUENAS	10	0,00	0,00	0,00	0,00	9,50	2,00	11,50	1,50	13,30	15,71	30,51	42,01	7,50	49,51
2014 - 2015	COLBUN	11	20,00	0,00	0,00	20,00	0,00	0,03	20,03	70,12	40,61	44,60	155,33	175,36	0,00	175,36
2014 - 2015	LONGAVI	22	3,25	1,20	19,78	24,23	0,40	0,00	24,63	3,45	9,75	8,95	22,15	46,78	4,63	51,41
2014 - 2015	PARRAL	26	1,00	0,00	0,60	1,60	0,00	10,20	11,80	23,85	23,50	62,76	110,11	121,91	21,52	143,43
2014 - 2015	RETIRO	15	0,00	0,50	0,00	0,50	8,40	0,00	8,90	2,50	13,80	24,04	40,34	49,24	9,80	59,04
2014 - 2015	SAN JAVIER	48	4.411,08	5.026,82	566,67	10.004,57	107,11	134,64	10.246,32	1.714,10	2.501,67	684,66	4.900,43	15.146,75	34,90	15.181,65
2014 - 2015	VILLA ALEGRE	19	0,00	0,00	0,00	0,00	3,40	0,60	4,00	0,10	4,89	6,40	11,39	15,39	6,81	22,20
2014 - 2015	CAUQUENES	60	3,65	25,70	1.626,75	1.656,10	243,15	12,62	1.911,87	75,65	1.183,77	174,03	1.433,45	3.345,32	61,51	3.406,83
2014 - 2015	CHANCO	12	0,09	2,35	1,40	3,84	0,40	0,00	4,24	1,50	1,45	3,45	6,40	10,64	2,72	13,36
2014 - 2015	PELLUHUE	6	2,50	8,30	4,00	14,80	0,00	0,00	14,80	0,00	0,01	0,03	0,04	14,84	1,51	16,35
2014 - 2015	CHILLAN	94	1,30	55,69	0,00	56,99	44,51	1,70	103,20	31,82	139,87	751,44	923,13	1.026,33	62,51	1.088,84
2014 - 2015	PINTO	11	0,00	0,09	0,06	0,15	10,00	0,00	10,15	2.078,00	1.840,41	677,60	4.596,01	4.606,16	11,90	4.618,06
2014 - 2015	PORTEZUELO	8	0,00	0,00	0,00	0,00	0,90	0,00	0,90	0,00	0,70	10,00	10,70	11,60	0,00	11,60
2014 - 2015	SAN CARLOS	43	0,02	1,48	0,00	1,50	0,00	0,00	1,50	0,24	37,49	63,00	100,73	102,23	10,60	112,83
2014 - 2015	NIQUEN	9	0,00	0,73	0,00	0,73	0,63	0,00	1,36	0,00	2,56	13,30	15,86	17,22	9,55	26,77
2014 - 2015	SAN FABIAN	37	0,00	0,66	0,00	0,66	0,65	0,00	1,31	29,23	0,63	5,74	35,60	36,91	12,67	49,58
2014 - 2015	COIHUECO	71	43,00	236,77	0,50	280,27	6,90	0,19	287,36	76,47	15,08	112,36	203,91	491,27	10,87	502,14
2014 - 2015	SAN IGNACIO	5	0,10	0,07	0,00	0,17	0,00	0,00	0,17	6,20	2,52	0,02	8,74	8,91	0,01	8,92
2014 - 2015	EL CARMEN	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	8,13	6,00	1,65	15,78	15,78	2,00	17,78
2014 - 2015	YUNGAY	33	0,00	3,69	0,00	3,69	4,10	0,00	7,79	25,52	2,67	37,93	66,12	73,91	34,08	107,99
2014 - 2015	PEMUCO	28	4,80	2,01	7,50	14,31	5,80	10,00	30,11	7,00	4,64	17,51	29,15	59,26	90,31	149,57
2014 - 2015	BULNES	31	0,00	0,00	0,00	0,00	1,96	0,00	1,96	0,10	23,86	24,16	48,12	50,08	10,65	60,73
2014 - 2015	QUILLON	92	1,92	13,50	31,30	46,72	15,22	0,00	61,94	0,00	31,04	114,50	145,54	207,48	8,01	215,49
2014 - 2015	COELEMU	23	0,59	1,35	0,35	2,29	0,59	0,00	2,88	0,15	0,74	2,24	3,13	6,01	1,55	7,56
2014 - 2015	TREGUACO	10	0,00	0,01	0,30	0,31	3,20	0,00	3,51	0,00	0,20	23,59	23,79	27,30	23,51	50,81
2014 - 2015	RANQUIL	25	0,00	4,00	22,00	26,00	1,83	0,00	27,83	0,00	64,60	23,63	88,23	116,06	10,00	126,06
2014 - 2015	COBQUECURA	6	0,00	0,02	0,00	0,02	0,25	0,00	0,27	0,00	0,02	2,86	2,88	3,15	0,00	3,15
2014 - 2015	QUIRIHUE	17	0,00	1,07	20,90	21,97	73,34	0,00	95,31	0,00	17,05	113,02	130,07	225,38	2,20	227,58
2014 - 2015	NINHUE	6	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,25	6,39	8,64	8,64	0,03	8,67
2014 - 2015	SAN NICOLAS	12	0,00	0,51	0,00	0,51	8,20	0,00	8,71	0,00	37,62	54,85	92,47	101,18	12,85	114,03
2014 - 2015	CHILLAN VIEJO	27	172,00	0,00	0,60	172,60	1.016,60	0,00	1.189,20	5,00	548,77	392,16	945,93	2.135,13	217,45	2.352,58
2014 - 2015	LOS ANGELES	177	37,97	62,66	82,65	183,28	73,23	1,00	257,51	18,20	225,45	518,66	762,31	1.019,82	23,57	1.043,39
2014 - 2015	LAJA	54	15,56	14,14	9,89	39,59	51,62	0,00	91,21	2,31	53,67	90,74	146,72	237,93	8,40	246,33
2014 - 2015	SAN ROSENDO	32	0,00	7,22	0,00	7,22	0,00	0,00	7,22	0,00	11,88	9,00	20,88	28,10	21,60	49,70
2014 - 2015	YUMBEL	52	3,70	0,63	7,45	11,78	3,52	0,70	16,00	0,00	10,72	56,61	67,33	83,33	21,86	105,19
2014 - 2015	CABRERO	44	0,95	9,73	1,11	11,79	1,94	0,00	13,73	0,00	11,41	51,52	62,93	76,66	0,80	77,46
2014 - 2015	TUCAPEL	45	0,00	2,13	0,76	2,89	15,11	0,00	18,00	2.372,20	25,00	32,03	2.429,23	2.447,23	19,01	2.466,24
2014 - 2015	QUILLECO	41	0,00	5,29	0,00	5,29	0,00	0,00	5,29	0,04	14,93	11,65	26,62	31,91	2,80	34,71
2014 - 2015	SANTA BARBARA	30	0,50	29,66	3,21	33,37	55,50	4,00	92,87	987,20	17,07	801,02	1.805,29	1.898,16	46,97	1.945,13
2014 - 2015	ALTO BIO BIO	22	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1.143,30	30,00	32,63	1.205,93	1.205,93	0,00	1.205,93
2014 - 2015	QUILACO	15	0,28	0,00	0,50	0,78	0,00	0,00	0,78	11,76	23,03	8,66	43,45	44,23	25,61	69,84
2014 - 2015	MULCHEN	128	0,15	667,51	336,71	1.004,37	481,94	0,58	1.486,89	70,92	765,42	448,73	1.285,07	2.771,96	1.114,58	3.886,54
2014 - 2015	NACIMIENTO	28	0,00	1,20	1,40	2,60	0,84	0,00	3,44	0,07	12,72	14,29	27,08	30,52	1,68	32,20
2014 - 2015	NEGRETE	26	1,00	0,50	9,50	11,00	8,48	0,00	19,48	2,00	41,66	24,37	68,03	87,51	0,50	88,01
2014 - 2015	ANTUCO	1	1,15	0,00	0,00	1,15	0,00	0,00	1,15	0,00	0,00	0,00	0,00	1,15	0,00	1,15
2014 - 2015	CONCEPCION	56	0,00	0,70	0,55	1,25	1,04	0,00	2,29	0,67	13,20	4,11	17,98	20,27	0,63	20,90
2014 - 2015	TALCAHUANO	33	0,01	0,00	3,35	3,36	2,36	0,00	5,72	0,00	4,47	5,29	9,76	15,48	1,63	17,11
2014 - 2015	HUALPEN	9	0,00	0,01	0,47	0,48	0,18	0,00	0,66	0,00	1,85	5,20	7,05	7,71	1,15	8,86
2014 - 2015	PENCO	157	0,05	2,14	1,20	3,39	6,26	0,00	9,65	0,00	24,05	29,17	53,22	62,87	3,11	65,98
2014 - 2015	TOME	289	0,74	2,82	6,10	9,66	28,18	0,00	37,84	2,07	22,65	46,42	71,15	108,99	5,93	114,92
2014 - 2015	FLORIDA	55	4,50	68,93	1,00	74,43	17,62	0,00	92,05	3,00	11,57	125,02	139,59	231,64	0,92	232,56
2014 - 2015	HUALQUI	77	3,50	136,89	18,63	159,02	44,67	0,00	203,69	6,50	48,26	342,81	397,57	601,25	16,12	617,37
2014 - 2015	SANTA JUANA	44	13,30	2,01	25,00	40,31	294,10	0,00	334,41	3,50	28,80	26,86	59,16	393,57	6,00	399,57
2014 - 2015	LOTA	109	0,00	55,04	0,00	55,04	154,15	0,00	209,18	0,00	1,06	24,43	25,49	234,68	0,00	234,68
2014 - 2015	CORONEL	92	0,00	657,36	0,00	657,36	154,62	9,41	821,38	39,76	215,87	248,14	503,77	1.325,15	0,00	1.325,15
2014 - 2015	SAN PEDRO DE LA PAZ	51	0,00	0,49	3,31	3,80	4,92	0,00	8,72	0,05	36,67	29,56	66,28	75,00	0,05	75,05
2014 - 2015	CHIGUAYANTE	16	0,00	0,00	0,50	0,50	7,10	0,00	7,60	0,00	1,94	3,45	5,39	12,99	0,00	12,99
2014 - 2015	LEBU	198	1,00	5,60	0,62	7,22	48,70	0,00	55,92	0,00	44,77	108,99	153,76	209,68	15,28	224,96
2014 - 2015	CURANILAHUE	429	0,00	7,88	0,00	7,88	1,48	0,00	9,37	0,00	0,00	85,68	85,68	95,04	0,14	95,18
2014 - 2015	ARAUCO	90	0,00	558,97	0,20	559,17	1.142,36	2,56	1.704,08	316,70	56,78	140,65	514,13	2.218,21	93,46	2.311,67
2014 - 2015	LOS ALAMOS	299	1,00	33,32	0,00	34,32	4,28	0,00	38,60	0,00	14,82	80,17	94,99	133,60	4,91	138,51
2014 - 2015	CANETE	188	28,34	444,49	1,11	473,94	332,62	0,00	806,56	43,75	404,42	294,14	742,31	1.548,88	322,11	1.870,99
2014 - 2015	CONTULMO	38	0,00	91,24	0,00	91,24	139,98	0,00	231,22	8,52	123,06	72,06	203,64	434,85	0,40	435,25
2014 - 2015	TIRUA	127	111,70	3.047,37	144,47	3.303,54	1.276,99	0,00	4.580,53	240,03	1.250,21	173,04	1.663,28	6.243,81	330,92	6.574,73
2014 - 2015	ANGOL	63	10,38	27,72	113,57	151,67	165,69	0,00	317,36	61,59	181,40	64,88	307,87	625,23	527,20	1.152,43
2014 - 2015	PUREN	36	30,65	72,01	4,93	107,59	567,26	0,00	674,85	113,69	110,60	440,18	664,47	1.339,32	78,74	1.418,06
2014 - 2015	LOS SAUCES	68	25,00	86,68	14,30	125,98	130,23	0,00	256,21	12,83	37,68	149,83	200,34	456,55	83,95	540,50
2014 - 2015	RENAICO	22	0,00	0,00	0,00	0,00	46,12	0,00	46,12	0,20	9,87	0,81	10,88	57,00	86,51	143,51
2014 - 2015	COLLIPULLI	290	17,11	910,01	86,20	1.013,32	1.072,01	1,27	2.086,60	6.318,90	1.067,72	970,36	8.356,98	10.443,58	525,33	10.968,91
2014 - 2015	ERCILLA	180	351,40	612,18	1.724,00	2.687,58	794,95	0,00	3.482,53	286,57	1.018,95	504,38	1.809,90	5.292,43	673,39	5.965,82
2014 - 2015	TRAIGUEN	51	92,50	475,62	764,63	1.332,75	459,71	5,00	1.797,46	281,60	525,73	740,34	1.547,67	3.345,13	1.459,92	4.805,05
2014 - 2015	LUMACO	121	453,81	720,64	315,66	1.490,11	269,45	0,00	1.759,56	105,60	490,16	160,60	756,36	2.515,92	253,67	2.769,59
2014 - 2015	VICTORIA	162	16,36	87,32	57,64	161,32	133,79	0,00	295,11	92,80	378,80	650,15	1.121,75	1.416,86	1.382,03	2.798,89
2014 - 2015	CURACAUTIN	6	0,00	0,00	0,00	0,00	12,00	0,00	12,00	494,10	135,94	0,10	630,14	642,14	0,70	642,84
2014 - 2015	LONQUIMAY	7	0,00	0,00	0,00	0,00	0,00	0,00	0,00	115,90	11,61	4,00	131,51	131,51	0,20	131,71
2014 - 2015	TEMUCO	67	32,10	0,00	9,70	41,80	38,76	0,00	80,56	20,20	86,40	113,98	220,58	301,14	134,93	436,07
2014 - 2015	LAUTARO	41	6,60	130,00	0,20	136,80	24,21	0,00	161,01	7,75	41,25	52,07	101,07	262,08	141,22	403,30
2014 - 2015	PERQUENCO	15	60,21	0,00	160,73	220,94	176,02	0,00	396,96	43,92	12,24	66,68	122,84	519,80	272,88	792,68
2014 - 2015	GALVARINO	137	182,00	372,61	1.038,59	1.593,20	575,71	0,00	2.168,91	267,04	336,47	232,40	835,91	3.004,82	702,75	3.707,57
2014 - 2015	NUEVA IMPERIAL	21	15,10	43,31	1,81	60,22	41,55	0,00	101,77	10,95	82,58	85,87	179,40	281,17	51,70	332,87
2014 - 2015	CARAHUE	45	20,31	35,71	0,75	56,77	13,30	0,00	70,07	24,30	150,15	9,81	184,26	254,33	8,81	263,14
2014 - 2015	SAAVEDRA	4	0,40	0,00	2,00	2,40	3,80	0,00	6,20	5,00	11,61	62,00	78,61	84,81	0,00	84,81
2014 - 2015	VILCUN	12	0,00	0,00	0,00	0,00	10,47	0,00	10,47	65,32	10,75	3,80	79,87	90,34	48,00	138,34
2014 - 2015	CHOL CHOL	28	30,30	0,00	32,18	62,48	65,00	0,00	127,48	1,40	65,93	35,05	102,38	229,86	2,90	232,76
2014 - 2015	FREIRE	12	0,20	0,00	0,50	0,70	2,95	0,00	3,65	6,55	19,21	10,11	35,87	39,52	81,00	120,52
2014 - 2015	CUNCO	9	1,80	0,00	2,30	4,10	1,40	0,00	5,50	11,35	6,60	7,90	25,85	31,35	108,00	139,35
2014 - 2015	PITRUFQUEN	9	0,40	6,00	2,20	8,60	9,20	0,00	17,80	33,40	15,60	23,70	72,70	90,50	104,00	194,50
2014 - 2015	GORBEA	4	0,00	0,91	0,00	0,91	0,00	0,00	0,91	0,00	0,91	0,01	0,92	1,83	0,00	1,83
2014 - 2015	TOLTEN	3	80,00	46,37	0,00	126,37	0,00	0,00	126,37	0,00	5,00	0,00	5,00	131,37	0,00	131,37
2014 - 2015	LONCOCHE	8	0,00	0,20	0,00	0,20	0,20	0,00	0,40	1,95	2,53	3,15	7,63	8,03	0,00	8,03
2014 - 2015	VILLARRICA	8	0,00	0,00	0,00	0,00	0,10	0,00	0,10	3,71	5,12	14,70	23,53	23,63	0,07	23,70
2014 - 2015	PUCON	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,20	0,20
2014 - 2015	CURARREHUE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,75	0,25	1,40	2,40	2,40	0,00	2,40
2014 - 2015	MELIPEUCO	5	0,30	0,00	0,00	0,30	0,00	0,00	0,30	6.599,40	0,06	0,32	6.599,78	6.600,08	0,30	6.600,38
2014 - 2015	TEODORO SCHMIDT	2	0,00	0,00	0,50	0,50	1,00	0,00	1,50	0,00	0,01	0,50	0,51	2,01	2,00	4,01
2014 - 2015	PADRE LAS CASAS	57	396,11	76,21	177,91	650,23	72,60	0,00	722,83	137,66	62,82	20,87	221,35	944,18	72,59	1.016,77
2014 - 2015	VALDIVIA	24	0,20	0,00	0,00	0,20	5,50	0,00	5,70	5,70	9,17	2,54	17,41	23,11	0,10	23,21
2014 - 2015	MARIQUINA	12	0,10	0,00	0,00	0,10	0,39	0,00	0,49	5,00	10,90	5,71	21,61	22,10	52,59	74,69
2014 - 2015	LANCO	2	0,00	35,00	0,00	35,00	0,00	0,00	35,00	5,00	0,00	9,70	14,70	49,70	0,00	49,70
2014 - 2015	LOS LAGOS	16	0,00	3,80	0,10	3,90	35,63	0,00	39,53	18,40	41,80	54,10	114,30	153,83	0,00	153,83
2014 - 2015	CORRAL	13	0,00	2,50	0,00	2,50	3,20	0,00	5,70	4,40	25,82	0,00	30,22	35,92	0,00	35,92
2014 - 2015	MAFIL	12	0,00	0,00	0,00	0,00	1,80	0,00	1,80	21,84	15,00	35,08	71,92	73,72	4,90	78,62
2014 - 2015	PANGUIPULLI	15	0,00	0,00	0,50	0,50	1,60	0,00	2,10	25,98	7,33	0,00	33,31	35,41	3,65	39,06
2014 - 2015	PAILLACO	15	0,00	0,00	0,00	0,00	0,60	0,00	0,60	2,35	2,63	15,99	20,97	21,57	13,50	35,07
2014 - 2015	LA UNIÓN	20	0,50	0,00	0,00	0,50	6,50	0,00	7,00	47,55	9,79	89,36	146,70	153,70	18,90	172,60
2014 - 2015	FUTRONO	2	0,00	0,00	1,00	1,00	0,00	0,00	1,00	5,00	1,50	0,00	6,50	7,50	0,00	7,50
2014 - 2015	RÍO BUENO	16	0,00	0,00	0,00	0,00	1,00	0,00	1,00	4,35	42,67	35,28	82,30	83,30	34,00	117,30
2014 - 2015	LAGO RANCO	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	4,00	0,05	0,05	4,10	4,10	1,50	5,60
2014 - 2015	OSORNO	29	0,20	0,00	1,60	1,80	6,80	0,00	8,60	5,50	6,25	42,95	54,70	63,30	81,30	144,60
2014 - 2015	SAN PABLO	9	0,10	0,00	86,04	86,14	0,60	0,00	86,74	45,55	0,80	12,56	58,91	145,65	144,70	290,35
2014 - 2015	PEYUHUE	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	0,50
2014 - 2015	PUERTO OCTAY	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	6,20	1,00	3,00	10,20	10,20	0,00	10,20
2014 - 2015	ENTRE LAGOS					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	RIO NEGRO	5	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,20	2,59	0,10	2,89	2,89	35,00	37,89
2014 - 2015	PURRANQUE	5	0,00	0,00	0,00	0,00	0,80	0,00	0,80	8,00	2,50	1,73	12,23	13,03	3,47	16,50
2014 - 2015	SAN JUAN DE LA COSTA	22	0,30	0,00	0,50	0,80	1,40	0,00	2,20	208,41	3,51	3,37	215,28	217,48	8,81	226,29
2014 - 2015	PUERTO MONTT	161	0,00	0,00	0,00	0,00	8,20	0,00	8,20	218,40	787,23	72,45	1.078,08	1.086,28	1,43	1.087,71
2014 - 2015	COCHAMO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,50	1,20	0,00	3,70	3,70	0,00	3,70
2014 - 2015	CALBUCO	13	0,00	0,00	0,00	0,00	9,76	0,00	9,76	5,60	64,00	2,60	72,20	81,96	5,50	87,46
2014 - 2015	MAULLIN	11	0,00	0,00	0,00	0,00	75,14	0,00	75,14	33,60	92,91	16,20	142,71	217,85	0,00	217,85
2014 - 2015	LOS MUERMOS	10	0,00	0,00	0,00	0,00	0,00	0,00	0,00	11,02	1,03	0,00	12,05	12,05	0,50	12,55
2014 - 2015	FRESIA	14	0,00	0,00	0,00	0,00	0,00	0,00	0,00	16,56	79,56	0,38	96,50	96,50	1,49	97,99
2014 - 2015	FRUTILLAR	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,01	0,00	0,01
2014 - 2015	LLANQUIHUE					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	PUERTO VARAS	28	0,00	0,00	0,00	0,00	0,07	0,00	0,07	11,26	66,82	13,46	91,54	91,61	4,60	96,21
2014 - 2015	CASTRO	23	0,00	0,00	0,00	0,00	0,00	0,00	0,00	32,54	198,71	52,00	283,24	283,24	3,01	286,25
2014 - 2015	ANCUD	9	0,00	0,00	0,00	0,00	6,66	0,00	6,66	10,29	27,07	0,10	37,46	44,12	0,20	44,32
2014 - 2015	QUEMCHI	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1,20	0,00	0,00	1,20	1,20	1,00	2,20
2014 - 2015	CURACO DE VELEZ					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	DALCAHUE	34	0,00	0,00	0,00	0,00	0,00	0,00	0,00	155,70	133,15	19,71	308,56	308,56	28,20	336,76
2014 - 2015	QUINCHAO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	3,00	0,00	3,00	3,00	0,00	3,00
2014 - 2015	PUQUELDON					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	CHONCHI	21	0,00	0,00	0,00	0,00	0,00	0,20	0,20	22,32	57,80	6,70	86,82	87,02	1,40	88,42
2014 - 2015	QUEILEN	13	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,02	0,36	0,00	0,38	0,38	0,00	0,38
2014 - 2015	QUELLON					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	CHAITEN	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,00	0,00	0,01	0,01	0,00	0,01
2014 - 2015	PALENA	13	0,00	0,00	0,00	0,00	0,00	0,00	0,00	1.827,17	1,50	0,02	1.828,69	1.828,69	0,02	1.828,71
2014 - 2015	FUTALEUFU	4	0,00	0,00	0,00	0,00	0,00	0,00	0,00	13,10	0,00	0,50	13,60	13,60	0,00	13,60
2014 - 2015	HUALAIHUE					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	COYHAIQUE	13	0,01	0,00	0,01	0,02	0,00	0,00	0,02	23,79	11,54	1,94	37,27	37,29	9,52	46,81
2014 - 2015	LAGO VERDE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,01	0,56	0,00	0,57	0,57	0,02	0,59
2014 - 2015	AYSEN	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,03	0,00	0,03	0,03	0,00	0,03
2014 - 2015	CISNES	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	9,40	5,10	4,50	19,00	19,00	0,00	19,00
2014 - 2015	GUAYTECAS					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	CHILE CHICO	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	7,28	2,43	9,71	9,71	0,00	9,71
2014 - 2015	RIO IBAÑEZ	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	2,00	18,01	0,00	20,01	20,01	0,02	20,03
2014 - 2015	COCHRANE	2	0,00	0,00	0,00	0,00	0,00	0,00	0,00	31,80	102,40	0,00	134,20	134,20	0,00	134,20
2014 - 2015	OHIGGINS	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,23	0,69	0,92	1,84	1,84	0,46	2,30
2014 - 2015	TORTEL					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	PUNTA ARENAS	14	0,00	0,00	0,00	0,00	0,00	0,01	0,01	0,02	0,01	0,59	0,61	0,62	0,01	0,63
2014 - 2015	LAGUNA BLANCA					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	RIO VERDE					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	SAN GREGORIO					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	PUERTO NATALES	3	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,58	0,58	0,58	0,02	0,60
2014 - 2015	TORRES DEL PAINE					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	PORVENIR	1	0,00	0,00	0,00	0,00	0,00	2,00	2,00	0,00	0,00	0,00	0,00	2,00	0,00	2,00
2014 - 2015	TIMAUKEL	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,20	0,00	0,66	0,86	0,86	0,00	0,86
2014 - 2015	PRIMAVERA					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	NAVARINO					0,00			0,00				0,00	0,00	0,00	0,00
2014 - 2015	COLINA	11	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,41	4,00	9,55	13,96	13,96	0,00	13,96
2014 - 2015	LAMPA	25	0,00	0,00	0,00	0,00	0,40	0,90	1,30	4,60	26,05	100,46	131,11	132,41	0,00	132,41
2014 - 2015	TILTIL	1	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,50	0,00	2,50	3,00	3,00	0,00	3,00
2014 - 2015	PUENTE ALTO	30	0,00	0,00	0,00	0,00	0,10	0,00	0,10	0,30	1,95	8,29	10,54	10,64	0,00	10,64
2014 - 2015	PIRQUE	15	0,00	0,00	0,00	0,00	4,00	0,00	4,00	1,40	8,10	26,53	36,03	40,03	0,00	40,03
2014 - 2015	SAN JOSE DE MAIPO	10	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,41	3,61	3,22	7,24	7,24	0,00	7,24
2014 - 2015	SAN BERNARDO	17	0,00	0,00	0,00	0,00	0,20	0,00	0,20	0,90	5,52	17,59	24,01	24,21	0,00	24,21
2014 - 2015	BUIN	11	0,00	0,00	0,00	0,00	0,50	0,00	0,50	0,00	1,10	3,41	4,51	5,01	0,80	5,81
2014 - 2015	PAINE	10	0,00	0,00	0,00	0,00	0,40	0,00	0,40	130,40	313,50	176,20	620,10	620,50	0,00	620,50
2014 - 2015	CALERA DE TANGO	3	0,00	0,00	0,00	0,00	2,50	0,00	2,50	0,00	2,50	8,00	10,50	13,00	0,00	13,00
2014 - 2015	TALAGANTE	8	0,00	0,00	0,00	0,00	3,10	0,00	3,10	0,10	6,20	7,06	13,36	16,46	0,00	16,46
2014 - 2015	PENAFLOR	21	0,00	0,00	0,00	0,00	0,80	0,00	0,80	2,70	9,10	24,20	36,00	36,80	0,10	36,90
2014 - 2015	EL MONTE	6	0,00	0,00	0,00	0,00	3,60	0,00	3,60	0,50	2,50	6,80	9,80	13,40	0,00	13,40
2014 - 2015	ISLA DE MAIPO	5	0,00	0,00	0,00	0,00	0,50	0,00	0,50	1,00	2,40	3,11	6,51	7,01	0,00	7,01
